Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,14.840204674329469,14.985099731591909,14.085753367745566,14.304594039916992,401277000,0.0,0.0
2023-01-04 00:00:00-05:00,14.556412421523799,14.842203842142059,14.230649159888065,14.738279342651367,431324000,0.0,0.0
2023-01-05 00:00:00-05:00,14.480467562996974,14.553414458065303,14.137716456811608,14.254631996154785,389168000,0.0,0.0
2023-01-06 00:00:00-05:00,14.463478526452427,14.999089148527037,14.02379879088621,14.848198890686035,405044000,0.0,0.0
2023-01-09 00:00:00-05:00,15.272890285625225,16.044328469773816,15.129993631643101,15.616640090942383,504231000,0.0,0.0
2023-01-10 00:00:00-05:00,15.495728858468357,15.950398069937256,15.460754450352464,15.89743709564209,384101000,0.0,0.0
2023-01-11 00:00:00-05:00,15.828487113940936,16.016350194833073,15.551688019813112,15.98936939239502,353285000,0.0,0.0
2023-01-12 00:00:00-05:00,16.08829993901707,16.624908431721312,15.480741039463542,16.499000549316406,551409000,0.0,0.0
2023-01-13 00:00:00-05:00,16.26616793733889,16.90970084135266,16.153251110150944,16.886716842651367,447287000,0.0,0.0
2023-01-17 00:00:00-05:00,16.886720508302066,17.715118588078184,16.886720508302066,17.689136505126953,511102000,0.0,0.0
2023-01-18 00:00:00-05:00,17.654160507822112,17.860010174300744,17.2694400738677,17.36437225341797,439624000,0.0,0.0
2023-01-19 00:00:00-05:00,17.023616264759873,17.184500442534787,16.718839562488213,16.7528133392334,452932000,0.0,0.0
2023-01-20 00:00:00-05:00,16.998635350456045,17.843022387784448,16.812771625874188,17.826034545898438,564967000,0.0,0.0
2023-01-23 00:00:00-05:00,18.05087123311822,19.23101460784554,17.80505162894163,19.179052352905273,655163000,0.0,0.0
2023-01-24 00:00:00-05:00,18.81331615721112,19.48083182733202,18.80632127532278,19.25099754333496,496204000,0.0,0.0
2023-01-25 00:00:00-05:00,18.89925241669072,19.35592095937967,18.566494288431212,19.3089542388916,449537000,0.0,0.0
2023-01-26 00:00:00-05:00,19.686680771389888,20.151342944040152,19.26398788855709,19.787607192993164,489535000,0.0,0.0
2023-01-27 00:00:00-05:00,19.447853333962932,20.61300615658492,19.390895559063967,20.350196838378906,542142000,0.0,0.0
2023-01-30 00:00:00-05:00,19.935502549242734,20.125363098729323,19.13608278764587,19.148075103759766,488611000,0.0,0.0
2023-01-31 00:00:00-05:00,19.156066615240924,19.672691038847766,18.93622720547809,19.52280044555664,498017000,0.0,0.0
2023-02-01 00:00:00-05:00,19.67668566649622,21.176593969760216,19.596743898514525,20.927776336669922,660477000,0.0,0.0
2023-02-02 00:00:00-05:00,20.984735851231548,21.933045462419837,20.68495467288457,21.693220138549805,564276000,0.0,0.0
2023-02-03 00:00:00-05:00,20.984735697077607,21.72919501638303,20.77388862479516,21.08466339111328,429366000,0.0,0.0
2023-02-06 00:00:00-05:00,20.790876105149728,21.554320701023414,20.77089018549722,21.073671340942383,452197000,0.0,0.0
2023-02-07 00:00:00-05:00,21.366457835362763,22.24282117030571,21.134626120673612,22.156883239746094,664150000,0.0,0.0
2023-02-08 00:00:00-05:00,22.370730703664172,22.86137502680514,21.99200640918838,22.18886375427246,559651000,0.0,0.0
2023-02-09 00:00:00-05:00,22.589570028898493,23.00326867631639,22.103923210549823,22.320764541625977,523876000,0.0,0.0
2023-02-10 00:00:00-05:00,21.67423445489489,22.061951006496415,20.795873674211233,21.249542236328125,550737000,0.0,0.0
2023-02-13 00:00:00-05:00,21.522345104850437,22.03197463754211,20.94676355983307,21.77216339111328,474919000,0.0,0.0
2023-02-14 00:00:00-05:00,21.562314716019458,23.032246161233104,21.350468919181104,22.954303741455078,675474000,0.0,0.0
2023-02-15 00:00:00-05:00,22.532611701411707,22.83838906381479,22.089934776519055,22.747455596923828,420575000,0.0,0.0
2023-02-16 00:00:00-05:00,22.116912998504436,22.5336097369612,21.9110633459277,21.98600959777832,412026000,0.0,0.0
2023-02-17 00:00:00-05:00,21.615277084948126,21.72419710641856,20.959753789860155,21.372453689575195,465888000,0.0,0.0
2023-02-21 00:00:00-05:00,20.984738441149087,21.478378912723844,20.60301608666739,20.639989852905273,410015000,0.0,0.0
2023-02-22 00:00:00-05:00,20.69194777066034,21.088658530961773,20.406154473896983,20.73891258239746,513184000,0.0,0.0
